p1,p2,label,f_label
Q86W67,P98174,0,IDPPI
Q9Y2T7,P98174,0,IDPPI
B1ATL7,P98194,0,IDPPI
Q8NC38,P98194,0,IDPPI
Q9UHP9,P98194,0,IDPPI
P17538,P98198,0,PPI
P48304,P98198,0,PPI
Q15424,P98198,0,IDPPI
Q96AV8,P98198,0,IDPPI
P07357,Q00005,0,PPI
P15311,Q00005,0,PPI
P54652,Q00005,0,PPI
P60411,Q00005,0,IDPPI
Q9NWQ4,Q00005,0,IDPPI
Q9UBC9,Q00005,0,IDPPI
O43513,Q00059,0,PPI
Q96T21,Q00059,0,IDPPI
O00458,Q00169,0,PPI
P12829,Q00169,0,PPI
P22310,Q00169,0,PPI
P46776,Q00169,0,PPI
Q3MIV0,Q00169,0,IDPPI
P25791,Q00266,0,PPI
P55259,Q00266,0,PPI
Q9H8U3,Q00325,0,IDPPI
O75690,Q00341,0,IDPPI
Q6PDA7,Q00341,0,IDPPI
Q9UQF0,Q00341,0,IDPPI
O15231,Q00403,0,IDPPI
P01876,Q00403,0,PPI
P31689,Q00403,0,PPI
O60732,Q00534,0,IDPPI
O94952,Q00534,0,PPI
P27544,Q00534,0,PPI
P53597,Q00537,0,PPI
Q96MU5,Q00537,0,IDPPI
A1KZ92,Q00604,0,PPI
O60895,Q00604,0,PPI
P14210,Q00604,0,PPI
Q9P0J7,Q00604,0,IDPPI
P32297,Q00610,0,PPI
Q8NC44,Q00610,0,IDPPI
Q9C073,Q00610,0,IDPPI
P05090,Q00653,0,PPI
P01876,Q00688,0,PPI
Q8WVE6,Q00688,0,IDPPI
O60443,Q00722,0,PPI
P11413,Q00796,0,PPI
P59090,Q00796,0,IDPPI
Q8TAG6,Q00796,0,IDPPI
Q9H1M3,Q00796,0,IDPPI
O14599,Q00839,0,IDPPI
P20810,Q00839,0,IDPPI
Q5BIV9,Q00839,0,IDPPI
Q96LX8,Q00872,0,IDPPI
Q9H875,Q00872,0,IDPPI
P62952,Q008S8,0,IDPPI
A6NIU2,Q00978,0,IDPPI
P28358,Q00978,0,IDPPI
P04062,Q01064,0,PPI
P17041,Q01064,0,PPI
Q3LI59,Q01081,0,IDPPI
Q6ZUT6,Q01081,0,IDPPI
Q8N4J0,Q01081,1,PPI
Q9NZ63,Q01081,0,IDPPI
Q9Y4H2,Q01081,0,IDPPI
Q92567,Q01085,1,IDPPI
Q93073,Q01105,0,IDPPI
P22532,Q01151,0,IDPPI
P10074,Q01344,0,PPI
P11836,Q01344,0,PPI
Q6NUJ2,Q01344,0,IDPPI
Q8N6N3,Q01344,0,IDPPI
Q6IC83,Q01362,0,IDPPI
O95295,Q01432,0,PPI
P27635,Q01432,0,PPI
P28907,Q01432,0,PPI
P30990,Q01432,0,IDPPI
Q8WU58,Q01432,0,IDPPI
Q9Y2Y9,Q01432,0,IDPPI
Q9BXU9,Q01449,0,IDPPI
Q13227,Q01453,0,IDPPI
O15353,Q01459,0,IDPPI
O95497,Q01459,0,PPI
Q8IXQ4,Q01459,0,IDPPI
O75167,Q01518,0,IDPPI
O60609,Q01638,0,PPI
Q96JE9,Q01638,0,IDPPI
Q9H4I2,Q01638,0,IDPPI
A6PVY3,Q01650,0,IDPPI
O60858,Q01650,0,PPI
O95810,Q01658,0,IDPPI
P32971,Q01658,0,PPI
Q8NET1,Q01658,0,IDPPI
P26045,Q01664,1,IDPPI
P42695,Q01718,0,PPI
O94905,Q01740,0,PPI
P35325,Q01740,0,IDPPI
Q15699,Q01740,0,IDPPI
Q8N326,Q01740,0,IDPPI
Q96B26,Q01804,1,IDPPI
O43663,Q01814,0,PPI
O97980,Q01814,0,IDPPI
O43186,Q01831,0,IDPPI
P14061,Q01831,0,PPI
P15259,Q01831,0,PPI
P26715,Q01831,0,PPI
Q08495,Q01831,0,IDPPI
Q96KW9,Q01831,0,IDPPI
Q9NWH9,Q01831,0,IDPPI
O60637,Q01844,1,IDPPI
O95486,Q01844,1,IDPPI
P11597,Q01844,1,IDPPI
Q13601,Q01844,1,IDPPI
Q16558,Q01844,1,IDPPI
Q68CL5,Q01844,1,IDPPI
Q9NQA5,Q01844,1,IDPPI
Q9H9H5,Q01968,0,IDPPI
Q9Y3U8,Q01968,0,IDPPI
Q8N720,Q01970,0,IDPPI
Q96B49,Q01970,0,IDPPI
O43741,Q01974,1,PPI
P01854,Q01974,0,PPI
P35590,Q01974,0,PPI
P59942,Q01974,0,IDPPI
Q16633,Q01974,1,IDPPI
Q6ZVD7,Q01974,1,IDPPI
P17677,Q01995,0,IDPPI
Q5U5X8,Q01995,0,IDPPI
A6NEQ2,Q02045,0,IDPPI
Q8TDD2,Q02045,0,IDPPI
Q9NVW2,Q02045,0,IDPPI
O43819,Q02083,0,PPI
P22466,Q02083,0,IDPPI
Q96PN7,Q02083,0,IDPPI
Q63HQ0,Q02127,0,IDPPI
A5PL33,Q02153,0,IDPPI
P0DPB3,Q02153,0,IDPPI
P25325,Q02153,0,PPI
Q8NHZ8,Q02153,0,IDPPI
A6NGG8,Q02221,0,IDPPI
P51797,Q02221,0,PPI
Q9Y6X8,Q02221,0,IDPPI
O14727,Q02241,0,PPI
O43543,Q02241,0,PPI
O60269,Q02241,0,IDPPI
P18146,Q02241,0,IDPPI
Q14093,Q02241,0,IDPPI
Q9NWQ4,Q02241,0,IDPPI
A6NMT0,Q02252,0,IDPPI
P49842,Q02318,0,PPI
Q9H098,Q02318,0,IDPPI
P05204,Q02338,0,IDPPI
P56181,Q02338,0,IDPPI
Q96PG8,Q02338,0,IDPPI
P00540,Q02509,0,PPI
P49716,Q02509,0,IDPPI
P55040,Q02509,0,PPI
Q86TY3,Q02509,0,IDPPI
Q9NX31,Q02509,0,IDPPI
A0MZ66,Q02543,0,IDPPI
P08709,Q02543,0,PPI
P49639,Q02543,0,IDPPI
Q2KHR2,Q02543,0,IDPPI
O43676,Q02742,0,PPI
O95785,Q02742,0,IDPPI
O15116,Q02747,0,PPI
P81408,Q02747,0,IDPPI
Q53QW1,Q02747,0,IDPPI
Q8N9Q2,Q02747,0,IDPPI
Q9H9R9,Q02747,0,IDPPI
P29460,Q02763,0,PPI
Q9NQL9,Q02763,0,IDPPI
O00623,Q02790,0,PPI
P07550,Q02790,0,PPI
H3BMG3,Q02880,0,IDPPI
O95886,Q02880,0,IDPPI
P22532,Q02880,0,IDPPI
P57055,Q02880,0,IDPPI
O43768,Q02928,0,IDPPI
O95197,Q02928,0,IDPPI
Q5HYJ3,Q02928,0,IDPPI
Q8IY63,Q02928,0,IDPPI
Q12933,Q02930,1,IDPPI
Q6IQ16,Q02930,1,IDPPI
Q9NYG5,Q02930,1,IDPPI
Q8IVW1,Q02978,0,IDPPI
Q93073,Q02978,0,IDPPI
P20839,Q03135,0,PPI
O75934,Q03154,1,PPI
P34998,Q03154,0,PPI
Q99614,Q03154,1,PPI
Q00653,Q03167,0,PPI
Q8N111,Q03167,0,IDPPI
Q8NCA9,Q03167,0,IDPPI
O94874,Q03169,0,PPI
P08246,Q03169,0,PPI
P31930,Q03169,0,PPI
P32754,Q03169,0,PPI
P60604,Q03169,0,PPI
P24844,Q03393,0,PPI
P51116,Q03393,1,PPI
P58004,Q03393,0,PPI
Q8WWA1,Q03393,0,IDPPI
P48552,Q03395,0,IDPPI
Q6IPM2,Q03395,0,IDPPI
Q9UI36,Q03395,0,IDPPI
O15479,Q03405,0,PPI
Q9P267,Q03405,0,IDPPI
O75398,Q03426,0,IDPPI
Q8NEQ6,Q03426,0,IDPPI
O60883,Q03431,0,PPI
O94985,Q03431,0,PPI
Q9UBG3,Q03431,0,IDPPI
P11049,Q03518,0,PPI
Q9NUH8,Q03518,1,IDPPI
Q6ZUT1,Q03519,0,IDPPI
Q9BYD5,Q03828,1,IDPPI
P04049,Q03924,0,PPI
P50440,Q03924,0,PPI
O15496,Q03989,1,IDPPI
O95486,Q03989,1,IDPPI
Q01974,Q03989,1,IDPPI
Q6ZRY4,Q03989,1,IDPPI
Q86UW9,Q03989,1,IDPPI
Q9NWQ9,Q03989,1,IDPPI
P28221,Q04323,0,PPI
Q02252,Q04323,0,PPI
Q9H094,Q04323,0,IDPPI
P05114,Q04446,0,IDPPI
P53355,Q04446,0,PPI
Q8TAV5,Q04446,0,IDPPI
Q9H5J8,Q04609,0,IDPPI
Q14151,Q04671,0,IDPPI
O15442,Q04695,0,PPI
P10635,Q04695,0,PPI
Q14093,Q04695,0,IDPPI
Q96IT1,Q04695,0,IDPPI
Q9H7U1,Q04695,0,IDPPI
A6NH13,Q04727,0,IDPPI
P08559,Q04727,0,PPI
Q9H5J8,Q04727,0,IDPPI
P10071,Q04756,0,IDPPI
P0CG40,Q04760,0,IDPPI
P11912,Q04828,0,PPI
P20800,Q04837,0,IDPPI
Q9BWW9,Q04837,0,IDPPI
O94777,Q04844,0,PPI
P52737,Q04844,0,PPI
P05388,Q04941,0,PPI
P16930,Q04941,0,PPI
P53778,Q04941,0,PPI
P55317,Q04941,0,IDPPI
Q13323,Q04941,1,IDPPI
P11274,Q05048,0,PPI
Q9NW97,Q05048,0,IDPPI
P19320,Q05084,0,PPI
P40925,Q05084,0,PPI
Q9BWW4,Q05084,0,IDPPI
O95429,Q05086,0,IDPPI
Q6ZYL4,Q05086,0,IDPPI
O14520,Q05315,0,PPI
O43819,Q05315,0,PPI
P54289,Q05315,0,PPI
Q8WZ71,Q05329,0,IDPPI
Q5W5X9,Q05516,1,IDPPI
Q9BUZ4,Q05516,1,IDPPI
P07339,Q05586,0,PPI
P24387,Q05586,0,PPI
P33527,Q05586,0,PPI
P51686,Q05586,0,PPI
Q5U5X8,Q05586,0,IDPPI
O75113,Q05639,0,PPI
P33552,Q05639,0,PPI
P07992,Q05655,0,PPI
Q86UF4,Q05655,0,IDPPI
P63313,Q05707,0,IDPPI
Q9NVW2,Q05707,0,IDPPI
P52945,Q05823,0,IDPPI
P58557,Q05823,0,PPI
Q8TF50,Q05823,0,IDPPI
Q8WYQ9,Q05823,0,IDPPI
Q9GZY6,Q05823,0,IDPPI
Q14761,Q05901,0,IDPPI
O43716,Q05932,0,PPI
O00626,Q05996,0,PPI
Q8NA70,Q05996,0,IDPPI
Q96PN7,Q05996,0,IDPPI
Q9NZV7,Q05996,0,IDPPI
P02686,Q05BV3,0,IDPPI
P26358,Q05BV3,0,PPI
Q9BVG8,Q05D60,1,IDPPI
P51809,Q05D86,0,PPI
Q8IXJ9,Q06033,0,IDPPI
O15480,Q06055,0,PPI
Q9ULJ3,Q06055,0,IDPPI
Q6UWI4,Q06124,0,IDPPI
A6NIU2,Q06136,0,IDPPI
O15265,Q06136,0,IDPPI
P16157,Q06136,0,PPI
Q5T742,Q06141,0,IDPPI
Q8N7X2,Q06141,0,IDPPI
P15313,Q06203,0,PPI
P48739,Q06203,0,PPI
P62952,Q06203,0,IDPPI
Q86X02,Q06203,0,IDPPI
Q9NR83,Q06203,0,IDPPI
P82970,Q06210,0,IDPPI
O00512,Q06265,0,IDPPI
Q9UD71,Q06265,0,IDPPI
P62917,Q06278,0,PPI
Q5T4H9,Q06278,0,IDPPI
O15240,Q06330,0,IDPPI
P55317,Q06330,0,IDPPI
Q5JQF7,Q06330,0,IDPPI
P20155,Q06418,0,PPI
Q5JXC2,Q06418,0,IDPPI
Q6ZQR2,Q06418,0,IDPPI
Q9NP70,Q06432,0,IDPPI
P49768,Q06481,0,PPI
Q6UWT4,Q06481,0,IDPPI
Q6ZUS6,Q06481,0,IDPPI
Q9BYR6,Q06481,0,IDPPI
Q9Y2K1,Q06481,0,IDPPI
A7MD48,Q06520,0,IDPPI
P55160,Q06520,0,PPI
P60484,Q06520,0,PPI
Q9P1A6,Q06520,0,IDPPI
P83859,Q06546,0,IDPPI
Q6RVD6,Q06643,0,IDPPI
P48052,Q06828,0,PPI
Q53ET0,Q06828,0,IDPPI
B1AMM8,Q06830,0,IDPPI
P14373,Q07001,0,PPI
Q9BUV0,Q07001,0,IDPPI
Q9NQG1,Q07001,0,IDPPI
P08908,Q07011,0,PPI
Q96PN7,Q07020,0,IDPPI
P0C2W1,Q07021,0,PPI
Q2KHR2,Q07021,0,IDPPI
Q5U623,Q07021,0,IDPPI
Q96GL9,Q07021,0,IDPPI
P46779,Q07075,0,PPI
P48444,Q07075,0,PPI
P54136,Q07075,0,PPI
Q7Z5L2,Q07075,0,IDPPI
Q86YD7,Q07075,0,IDPPI
Q9Y2K5,Q07108,0,IDPPI
Q504T8,Q07325,0,IDPPI
Q5W0B1,Q07325,0,IDPPI
Q6ZU35,Q07325,0,IDPPI
Q9BR10,Q07325,0,IDPPI
Q3LI63,Q07326,0,IDPPI
O95674,Q07507,0,PPI
Q5T1N1,Q07507,0,IDPPI
P21283,Q075Z2,0,PPI
O00584,Q07617,0,PPI
O75677,Q07617,0,PPI
Q2KHR3,Q07617,0,IDPPI
Q96S07,Q07617,0,IDPPI
B2RV13,Q07654,0,PPI
O43657,Q07654,0,PPI
Q14695,Q07654,0,IDPPI
Q96C57,Q07654,0,IDPPI
O43290,Q07812,0,IDPPI
O75438,Q07812,0,PPI
P57075,Q07812,0,PPI
Q14151,Q07817,0,IDPPI
Q5T6X4,Q07817,0,IDPPI
O95076,Q07820,0,IDPPI
P49716,Q07820,0,IDPPI
P10415,Q07837,0,PPI
Q8N7S6,Q07837,0,IDPPI
Q9P1A6,Q07837,0,IDPPI
O75636,Q07889,0,PPI
O95785,Q07889,0,IDPPI
P61962,Q07889,0,PPI
Q3LHN2,Q07889,0,IDPPI
A4D250,Q07955,0,IDPPI
O15156,Q07955,0,IDPPI
O15130,Q07960,0,IDPPI
O94830,Q07960,0,PPI
Q3SX64,Q07960,0,IDPPI
Q9Y3X0,Q07960,0,IDPPI
P35712,Q07973,0,IDPPI
P38398,Q07973,0,IDPPI
P46736,Q07973,0,PPI
O00308,Q08116,0,PPI
P59991,Q08116,0,IDPPI
Q15025,Q08116,0,IDPPI
Q6ZN01,Q08116,0,IDPPI
Q8NET1,Q08116,0,IDPPI
P17643,Q08188,0,PPI
P41161,Q08209,0,IDPPI
P78364,Q08209,0,IDPPI
P78348,Q08211,0,PPI
B2CW77,Q08257,0,IDPPI
P21796,Q08257,0,PPI
P53621,Q08257,0,PPI
Q07001,Q08257,0,PPI
A6NC05,Q08334,0,IDPPI
O00512,Q08334,0,IDPPI
P30301,Q08334,0,PPI
P51808,Q08334,0,PPI
Q4LEZ3,Q08334,0,IDPPI
Q86UU5,Q08334,0,IDPPI
Q52LG2,Q08357,0,IDPPI
Q6ZR62,Q08357,0,IDPPI
P49326,Q08380,0,PPI
P59103,Q08380,0,IDPPI
Q8NC54,Q08380,0,IDPPI
P36578,Q08426,0,PPI
Q96IK5,Q08426,1,PPI
Q96S66,Q08426,0,IDPPI
Q9NRD5,Q08426,1,PPI
Q8TC05,Q08477,0,IDPPI
P35212,Q08554,0,PPI
Q5JQF7,Q08554,0,IDPPI
Q53TQ3,Q08623,0,IDPPI
Q92988,Q08623,0,IDPPI
A5PL33,Q08722,0,IDPPI
C9JG80,Q08722,0,IDPPI
P29965,Q08722,0,PPI
P54922,Q08722,0,PPI
Q9C0H9,Q08722,0,IDPPI
P23435,Q08752,0,PPI
Q8WXQ3,Q08752,0,IDPPI
P04217,Q08828,0,PPI
P06737,Q08828,0,PPI
Q9BRT6,Q08828,0,IDPPI
Q9UND3,Q08828,0,IDPPI
P00748,Q08881,0,PPI
P24001,Q08881,0,PPI
Q6ZMY3,Q08881,0,IDPPI
Q8WWI1,Q08881,0,IDPPI
Q96PG1,Q08881,0,IDPPI
Q02127,Q08999,0,PPI
Q66PJ3,Q08999,0,IDPPI
O95007,Q08AF3,0,PPI
O95177,Q08AG7,0,IDPPI
O95433,Q08AG7,0,PPI
Q15025,Q08AG7,0,IDPPI
Q5U4N7,Q08AG7,0,IDPPI
Q6ZMU5,Q08AG7,1,PPI
Q8IW50,Q08AG7,0,IDPPI
Q96HZ7,Q08AG7,0,IDPPI
Q9BW66,Q08AG7,1,PPI
Q96DZ9,Q08AH1,1,IDPPI
O43299,Q08AI6,0,PPI
P31941,Q08AI6,0,PPI
Q92858,Q08AI6,0,IDPPI
Q9P1G2,Q08AI6,0,IDPPI
P05771,Q08AI8,0,PPI
P09683,Q08AI8,0,IDPPI
P17152,Q08AI8,0,PPI
P27144,Q08AI8,0,PPI
P30050,Q08AI8,0,IDPPI
Q86V35,Q08AI8,0,IDPPI
P09912,Q08AM6,0,IDPPI
P60468,Q08AM6,0,IDPPI
Q5RHP9,Q08AM6,0,IDPPI
P49458,Q08ER8,0,PPI
Q13428,Q08ER8,0,IDPPI
O60942,Q08ET2,0,PPI
O95865,Q08ET2,0,PPI
P32969,Q08ET2,0,PPI
Q13227,Q08ET2,0,IDPPI
P81408,Q09013,0,IDPPI
Q6ZQR2,Q09013,0,IDPPI
Q86SQ0,Q09013,0,IDPPI
A1E959,Q09028,0,IDPPI
A6NEH8,Q09028,0,IDPPI
O14929,Q09028,1,PPI
P20807,Q09028,0,PPI
Q04656,Q09028,0,PPI
Q5W5W9,Q09028,0,IDPPI
P21912,Q09161,0,PPI
Q5T4I8,Q09161,0,IDPPI
P47929,Q09327,0,PPI
Q8N9H9,Q09327,0,IDPPI
Q9UHV2,Q09327,0,IDPPI
Q13522,Q09428,0,IDPPI
A6NEK1,Q09FC8,0,PPI
P41229,Q09FC8,0,PPI
P11021,Q0D2K0,0,PPI
Q96CE8,Q0D2K0,1,PPI
P14317,Q0D2K2,0,IDPPI
P31641,Q0D2K2,0,PPI
P54803,Q0D2K2,0,PPI
Q15390,Q0D2K2,0,IDPPI
Q92567,Q0D2K2,0,IDPPI
Q96KN3,Q0D2K2,0,IDPPI
Q9UBU3,Q0D2K2,0,IDPPI
O95221,Q0GE19,0,PPI
P16422,Q0GE19,0,PPI
P52594,Q0IIM8,0,IDPPI
Q9H7N4,Q0JRZ9,0,IDPPI
P20800,Q0P5N6,0,IDPPI
P53041,Q0P5N6,0,PPI
P51659,Q0P5P2,0,PPI
Q9ULU8,Q0P5P2,1,PPI
Q6W0C5,Q0P651,0,IDPPI
Q8N554,Q0P651,0,IDPPI
P21912,Q0P6D2,0,PPI
O14733,Q0P6H9,0,PPI
Q86VR2,Q0P6H9,0,IDPPI
P01111,Q0PNE2,0,PPI
P51795,Q0PNE2,0,PPI
Q5T319,Q0PNE2,0,IDPPI
A6NHC0,Q0VAA2,0,PPI
P22674,Q0VAA2,0,PPI
Q2KHR3,Q0VAA2,0,IDPPI
Q6ZTY9,Q0VAA2,0,IDPPI
P28358,Q0VAA5,0,IDPPI
P81277,Q0VAA5,0,IDPPI
Q7Z6I8,Q0VAA5,0,IDPPI
P48740,Q0VAF6,0,PPI
P51572,Q0VAM2,0,PPI
O60669,Q0VAQ4,1,IDPPI
P54709,Q0VAQ4,1,IDPPI
Q3KNW5,Q0VAQ4,1,IDPPI
Q8WY98,Q0VAQ4,1,IDPPI
O15496,Q99932,1,IDPPI
Q6ZNA4,Q96CW1,1,IDPPI
Q9UHJ9,Q8WWF3,1,IDPPI
Q9UKJ5,P32242,1,IDPPI
Q13323,Q9H2L4,1,IDPPI
Q13287,O75971,1,IDPPI
Q9NRD5,Q86XF7,1,IDPPI
Q9GZY8,Q9UNK0,1,IDPPI
Q9HC98,Q8IYX7,1,IDPPI
P16035,Q9UHD9,1,IDPPI
Q8WXW3,Q9Y2J4,1,IDPPI
Q9BUL8,Q86WR7,1,IDPPI
Q6PF15,A6NEM1,1,IDPPI
Q9BQD3,Q01844,1,IDPPI
Q0VDD7,Q9UBV8,1,IDPPI
P56851,P15941,1,IDPPI
Q96BZ8,Q96D03,1,IDPPI
Q8TBP5,Q9H0R3,1,IDPPI
O43184,Q8IUG1,1,IDPPI
O14530,P15173,1,IDPPI
Q9NRD5,Q96KN3,1,IDPPI
O15145,Q9NX95,1,IDPPI
O95980,A8MQ03,1,IDPPI
Q9BSJ6,Q7L4P6,1,IDPPI
P54259,Q13526,1,IDPPI
Q9NRD5,Q6IQ23,1,IDPPI
Q9Y5B8,Q0VD86,1,IDPPI
P60900,Q0VDD7,1,IDPPI
Q9UFG5,Q0VDD7,1,IDPPI
O15270,Q0VDF9,0,PPI
Q8NC38,Q0VDF9,0,IDPPI
E9PJI5,Q0VDI3,0,IDPPI
O00458,Q0VDI3,0,PPI
O00748,Q0VDI3,0,PPI
P11940,Q0VDI3,0,PPI
P20396,Q0VDI3,0,IDPPI
Q63HQ0,Q0VDI3,0,IDPPI
Q9NR31,Q0VDI3,1,PPI
Q9ULZ1,Q0VDI3,0,IDPPI
P56470,Q0VGL1,0,PPI
Q9BTK6,Q0VGL1,0,IDPPI
Q2M2E5,Q0Z7S8,0,IDPPI
Q5VTT2,Q0ZLH3,0,IDPPI
A2RUB1,Q10469,0,IDPPI
P0CL81,Q10471,0,IDPPI
P55259,Q10471,0,PPI
Q9UHB6,Q10471,0,IDPPI
P37059,Q10472,0,PPI
A6NJJ6,Q10567,0,PPI
O75781,Q10567,0,IDPPI
P31249,Q10567,0,IDPPI
P53621,Q10567,0,PPI
Q14151,Q10567,0,IDPPI
Q8N5S3,Q10567,0,IDPPI
Q96B01,Q10567,0,IDPPI
P56373,Q10570,0,PPI
P78348,Q10570,0,PPI
C9JSJ3,Q10588,0,IDPPI
P42766,Q10589,0,PPI
Q8NAF0,Q10589,0,IDPPI
Q9H2W2,Q10713,0,IDPPI
P17509,Q11201,0,IDPPI
Q5JVX7,Q11201,0,IDPPI
A4QN01,Q11203,0,IDPPI
P47902,Q11203,0,IDPPI
Q9Y2B4,Q11206,0,IDPPI
P52961,Q12756,0,PPI
Q8TF63,Q12756,0,IDPPI
Q9HAV5,Q12756,0,IDPPI
O95816,Q12767,0,PPI
P08729,Q12767,0,PPI
P11831,Q12768,0,IDPPI
O43837,Q12769,0,PPI
Q96NZ9,Q12769,0,IDPPI
O00258,Q12770,0,PPI
O75781,Q12770,0,IDPPI
Q01453,Q12788,0,PPI
Q7Z2K8,Q12788,0,IDPPI
Q86X53,Q12788,0,IDPPI
P24298,Q12792,0,PPI
Q13200,Q12792,0,IDPPI
P14651,Q12794,0,IDPPI
P60602,Q12794,0,PPI
Q6ZSY5,Q12794,0,IDPPI
Q86X95,Q12794,0,IDPPI
Q8TDB4,Q12794,0,IDPPI
P22466,Q12797,1,IDPPI
P54108,Q12797,0,PPI
P60022,Q12797,1,PPI
Q02747,Q12797,1,PPI
Q15293,Q12797,1,PPI
O60412,Q12805,0,PPI
P07327,Q12805,0,PPI
P20396,Q12805,0,IDPPI
Q8WUB2,Q12805,0,IDPPI
Q9P0S9,Q12805,0,IDPPI
Q5QGS0,Q12809,0,IDPPI
Q5TCM9,Q12809,0,IDPPI
Q9BT56,Q12809,0,IDPPI
Q12933,Q12815,1,IDPPI
P81277,Q12829,0,IDPPI
Q15583,Q12829,0,IDPPI
Q92858,Q12829,0,IDPPI
Q9NQZ6,Q12829,0,IDPPI
F8WCM5,Q12834,0,IDPPI
O95715,Q12834,0,PPI
P20962,Q12836,0,IDPPI
Q96PI1,Q12836,0,IDPPI
Q9UBU3,Q12836,0,IDPPI
A6NGZ8,Q12841,0,IDPPI
A6NKF7,Q12841,0,IDPPI
P00738,Q12841,0,PPI
P36544,Q12841,0,PPI
P16619,Q12846,0,PPI
P42765,Q12846,0,PPI
Q01538,Q12846,0,IDPPI
Q53TN4,Q12846,1,PPI
Q9Y228,Q12846,1,IDPPI
P15090,Q12851,0,PPI
P51826,Q12851,0,IDPPI
P39086,Q12864,0,PPI
P47887,Q12864,0,PPI
Q5JQC4,Q12864,0,IDPPI
P60842,Q12874,0,PPI
Q8TCD1,Q12874,0,IDPPI
O00408,Q12879,0,PPI
Q03169,Q12879,0,PPI
Q8IUI4,Q12879,0,IDPPI
O60343,Q12882,0,PPI
P45880,Q12882,0,PPI
Q96SC8,Q12884,0,IDPPI
Q15025,Q12887,0,IDPPI
Q6L8G4,Q12887,0,IDPPI
P30041,Q12891,0,PPI
Q69YI7,Q12891,0,IDPPI
O43353,Q12894,0,PPI
O60240,Q12894,0,IDPPI
Q8WWF3,Q12894,0,IDPPI
Q9BYQ3,Q12894,0,IDPPI
Q9HBE1,Q12894,0,IDPPI
O60496,Q12899,0,PPI
O95393,Q12899,0,PPI
P35325,Q12899,0,IDPPI
Q8TCD1,Q12899,0,IDPPI
O43405,Q12901,0,PPI
P58743,Q12901,0,PPI
Q13495,Q12901,0,IDPPI
Q99750,Q12901,1,IDPPI
O15013,Q12904,0,PPI
A6PVC2,Q12905,0,PPI
P85298,Q12905,0,PPI
Q01954,Q12905,0,IDPPI
Q96MR7,Q12905,0,IDPPI
Q9BY77,Q12905,0,IDPPI
Q9P2F5,Q12905,0,IDPPI
A8MXK1,Q12907,0,PPI
A2RUB1,Q12913,0,IDPPI
A8MWX3,Q12913,0,IDPPI
O00559,Q12913,0,IDPPI
P56279,Q12913,0,PPI
Q8N680,Q12913,0,IDPPI
Q96IZ0,Q12913,0,IDPPI
Q9BXS6,Q12913,0,IDPPI
O75177,Q12918,0,IDPPI
O95567,Q12918,0,IDPPI
Q6L8H4,Q12918,0,IDPPI
A1IGU5,Q12926,0,PPI
F8W1W9,Q12926,0,IDPPI
P0C7Q2,Q12926,0,IDPPI
Q15003,Q12926,0,IDPPI
Q5TBE3,Q12929,0,IDPPI
Q9UFG5,Q12929,1,PPI
A6NH13,Q12933,0,IDPPI
O15480,Q12933,0,PPI
P54253,Q12933,1,IDPPI
P63279,Q12933,1,PPI
Q13895,Q12933,1,PPI
Q969F2,Q12933,0,IDPPI
Q96IZ5,Q12933,1,PPI
Q99618,Q12933,1,IDPPI
Q9H0W8,Q12933,1,PPI
Q9HBE1,Q12933,1,IDPPI
Q9UHB7,Q12933,1,IDPPI
O43488,Q12965,0,PPI
P22612,Q12965,0,PPI
P34925,Q12965,0,PPI
Q6ZR85,Q12981,0,IDPPI
B1ANH7,Q12982,0,IDPPI
B3EWG3,Q12982,0,IDPPI
O95718,Q12982,0,PPI
Q5TF21,Q12982,0,IDPPI
Q15125,Q12983,1,IDPPI
Q96MV1,Q12983,1,IDPPI
Q96MV8,Q12983,1,IDPPI
O43688,Q12988,0,PPI
P07602,Q12999,0,PPI
P47775,Q12999,0,PPI
Q9UPV9,Q12999,0,IDPPI
O60548,Q13002,0,IDPPI
Q9H1L0,Q13002,0,IDPPI
O15072,Q13003,0,PPI
P05231,Q13003,0,PPI
P52961,Q13003,0,PPI
Q9H6F5,Q13007,0,IDPPI
Q9NX95,Q13007,0,IDPPI
O14524,Q13011,0,PPI
P10515,Q13011,0,PPI
P53370,Q13011,0,PPI
Q13442,Q13011,0,IDPPI
Q5VVP1,Q13011,0,IDPPI
O95544,Q13017,0,PPI
P59780,Q13017,0,PPI
Q10588,Q13018,0,PPI
O95456,Q13021,0,PPI
P08118,Q13021,0,PPI
Q8WXT5,Q13021,0,IDPPI
Q9NRQ5,Q13021,0,IDPPI
A0AUZ9,Q13042,0,IDPPI
O15049,Q13042,0,IDPPI
O60671,Q13042,0,PPI
P12004,Q13042,0,PPI
P29460,Q13042,0,PPI
P31358,Q13042,0,IDPPI
P51178,Q13042,0,PPI
Q9UBG3,Q13042,0,IDPPI
P80108,Q13045,0,PPI
P81274,Q13045,0,PPI
Q9BTL4,Q13045,0,IDPPI
O43897,Q13049,0,PPI
P78332,Q13049,0,IDPPI
P78424,Q13049,0,IDPPI
Q9BYQ3,Q13049,0,IDPPI
C9J442,Q13075,0,IDPPI
P01574,Q13075,0,PPI
Q00978,Q13075,0,PPI
O43313,Q13084,0,IDPPI
O75604,Q13084,1,PPI
O94993,Q13084,0,IDPPI
P63215,Q13084,0,PPI
Q9UPQ0,Q13093,0,IDPPI
P02511,Q13098,0,PPI
P39019,Q13098,0,PPI
P49448,Q13098,0,PPI
