p1,p2,label,f_label
Q15776,Q2QL34,0,PPI
Q92552,Q9Y242,0,PPI
Q9C091,Q9UN74,0,PPI
Q9GZN6,O95897,0,PPI
Q8NH76,O60262,0,PPI
Q96B86,P03923,0,PPI
Q5VSL9,P35613,0,PPI
Q68E01,Q8NAG6,0,PPI
O75387,Q9NVH6,0,PPI
P36776,O95749,0,PPI
O75751,Q9NP62,0,PPI
Q5T6X5,Q13505,0,PPI
O75112,O95258,0,PPI
P63261,Q4G0F5,0,PPI
Q00978,Q9UPM9,0,PPI
Q07820,Q9BRF8,0,PPI
O00358,Q8TAX0,0,PPI
Q8NGP3,Q8NHS9,0,PPI
O15245,P39877,0,PPI
Q86YB8,P0CJ88,0,PPI
Q8IWR0,P49589,0,PPI
Q13541,P31151,0,PPI
Q86TD4,Q9H299,0,PPI
Q8NH37,P50613,0,PPI
Q8TEY5,Q7L5L3,0,PPI
Q8NH72,Q8TCB6,0,PPI
Q6ZNB6,Q96IY1,0,PPI
O15467,Q9Y6H6,0,PPI
Q6ZNB7,Q8NGS8,0,PPI
P42694,O14718,0,PPI
P80404,Q8WVD3,0,PPI
Q8N427,Q9XRX5,0,PPI
Q03169,Q9H7C4,0,PPI
Q96RT1,Q8NDV1,0,PPI
P20594,Q8TDF5,0,PPI
Q9BY12,P08571,0,PPI
Q8N184,P0C7Q5,0,PPI
O43704,Q9H875,0,PPI
Q8N1E6,P12034,0,PPI
Q8NEM8,Q8NDB2,0,PPI
P08648,Q9BQ65,0,PPI
Q9Y227,Q86XT4,0,PPI
P20592,P43365,0,PPI
P07199,Q96RI0,0,PPI
P15509,Q96A47,0,PPI
Q86UZ6,Q6UWP2,0,PPI
Q9NZB2,P08779,0,PPI
Q2TB90,P34913,0,PPI
P07437,Q86SG7,0,PPI
Q8TCX1,Q53FP2,0,PPI
Q6XR72,Q5SVS4,0,PPI
Q9C0H9,P36894,0,PPI
Q9Y5H9,Q8TAP8,0,PPI
Q9NQW6,A8MTB9,0,PPI
Q9BQW3,Q6P4F1,0,PPI
Q9H0B6,Q96S19,0,PPI
P08648,Q7Z5Y7,0,PPI
Q13057,O43921,0,PPI
Q9H1V8,Q8N3I7,0,PPI
Q2NL82,Q9H300,0,PPI
Q7L1V2,P19622,0,PPI
O75886,Q8NGL1,0,PPI
Q8IX06,Q8N594,0,PPI
Q8NDZ2,Q8N1D5,0,PPI
P14778,Q8WV35,0,PPI
Q76KP1,P35354,0,PPI
Q8N8Q8,Q96DD7,0,PPI
P37088,Q9UKK9,0,PPI
Q8WXR4,O43307,0,PPI
Q16644,Q8NGV5,0,PPI
Q15392,P30047,0,PPI
P41182,Q00597,0,PPI
Q96D31,P56537,0,PPI
Q12874,Q8IZP6,0,PPI
Q9NZI5,P02144,0,PPI
O14495,Q9NX00,0,PPI
Q8N806,Q9UBP9,0,PPI
Q6PJP8,Q5TKA1,0,PPI
Q5W041,P63218,0,PPI
Q7Z5Q5,P11150,0,PPI
Q5SYB0,Q9NTI5,0,PPI
Q05932,Q30KQ7,0,PPI
O60583,Q9NUU7,0,PPI
Q96GX5,Q9UM11,0,PPI
P56645,P29508,0,PPI
P51170,Q15904,0,PPI
Q8NH67,Q9NX47,0,PPI
Q9Y6D9,Q16581,0,PPI
Q504T8,B6A8C7,0,PPI
Q86XZ4,O95873,0,PPI
Q9BXY5,Q9H0X4,0,PPI
P41595,Q9UIL4,0,PPI
Q13207,Q9Y6N5,0,PPI
P48200,P52907,0,PPI
Q5JPE7,Q96L94,0,PPI
Q86UX6,Q9BVH7,0,PPI
Q9UL01,Q64LD2,0,PPI
Q75QN2,P13051,0,PPI
Q99798,Q8TAE7,0,PPI
Q86SR1,P13984,0,PPI
Q9BYC2,P08910,0,PPI
P16442,P29965,0,PPI
Q658Y4,Q6P1R4,0,PPI
P31150,Q9BT76,0,PPI
Q12913,Q8N8L6,0,PPI
Q5JRS4,Q16772,0,PPI
Q9UK10,Q15822,0,PPI
Q5W0B1,Q13901,0,PPI
Q9Y4W6,Q86SG6,0,PPI
Q8IWZ5,Q8NFK1,0,PPI
Q16549,Q9HCC6,0,PPI
Q16775,Q9BTP7,0,PPI
Q9UKF2,Q86V81,0,PPI
Q5XUX0,P80370,0,PPI
P83110,Q16739,0,PPI
Q9BRN9,Q4KMZ8,0,PPI
Q2TAA5,Q8WUA2,0,PPI
Q14582,P05014,0,PPI
Q9UEF7,Q5FYB1,0,PPI
O60307,Q76MJ5,0,PPI
P60842,P30954,0,PPI
Q9NR71,P15088,0,PPI
Q7Z6L1,Q5BLP8,0,PPI
P49221,P62942,0,PPI
Q96J84,P0C7L1,0,PPI
Q9UNS1,P29972,0,PPI
Q5T4D3,P51124,0,PPI
Q86X24,Q96PC3,0,PPI
O15072,Q9NW13,0,PPI
Q13144,P11474,0,PPI
Q8IUM7,P43360,0,PPI
P35241,O43556,0,PPI
Q9UBG0,P48382,0,PPI
Q9H6Y5,Q99969,0,PPI
P23634,Q496A3,0,PPI
P16415,P59535,0,PPI
P12931,Q8WVK7,0,PPI
Q7RTM1,Q6PEX7,0,PPI
Q9H2J7,P52306,0,PPI
Q96QE4,Q8IUS5,0,PPI
Q9ULH4,P35998,0,PPI
Q9P2R3,O15335,0,PPI
P78330,Q99584,0,PPI
Q6ZMD2,Q7Z769,0,PPI
Q9H1Z9,P35227,0,PPI
Q9HCB6,P0C5Y9,0,PPI
Q9NUT2,Q8N6T7,0,PPI
Q7Z5L9,Q6UWF9,0,PPI
P49641,O95965,0,PPI
Q9BR26,P13500,0,PPI
P55199,Q5W0N0,0,PPI
O60911,P32320,0,PPI
Q15048,Q96EU6,0,PPI
P48065,Q9Y2S2,0,PPI
Q8WWQ0,Q9Y3Y4,0,PPI
Q8IWW8,P35227,0,PPI
Q9HC38,P55774,0,PPI
P60983,H3BU77,0,PPI
Q9H765,P82914,0,PPI
Q02413,Q01831,0,PPI
Q8NG50,A5PLL7,0,PPI
Q96JK4,Q96P63,0,PPI
Q9UH99,Q96A33,0,PPI
Q8WYR4,Q16774,0,PPI
P0CJ88,Q9H205,0,PPI
Q8IWU6,Q5VWM4,0,PPI
Q9UBK8,Q9UBW8,0,PPI
O00451,Q7Z5S9,0,PPI
Q5H8A4,Q15392,0,PPI
Q9NWZ5,Q16661,0,PPI
Q86UZ6,Q13939,0,PPI
Q86TV6,O60496,0,PPI
Q14669,Q8IV63,0,PPI
Q8N118,Q5MNZ6,0,PPI
Q15465,Q8NGK6,0,PPI
Q9UK99,Q96GS6,0,PPI
Q5VIR6,Q6P1L6,0,PPI
O75747,Q9UMR7,0,PPI
Q02978,P00403,0,PPI
Q9GZP1,P14406,0,PPI
O94804,Q96T75,0,PPI
P49411,O60248,0,PPI
O43795,Q96DG6,0,PPI
Q9BV47,Q8TDB6,0,PPI
Q96JW4,Q96P68,0,PPI
P51811,Q8WWH5,0,PPI
Q53EL6,Q13562,0,PPI
H3BPF8,P04118,0,PPI
Q8IY21,P55075,0,PPI
Q99518,P57773,0,PPI
Q8N3T6,O75448,0,PPI
Q6ZMT4,P61353,0,PPI
Q6X9E4,Q8TAZ6,0,PPI
Q02153,O14807,0,PPI
Q5HYI8,Q8WUZ0,0,PPI
O43156,Q96CG8,0,PPI
O43264,Q9BRQ5,0,PPI
Q13461,Q9NYV7,0,PPI
Q9Y2W7,Q8WYH8,0,PPI
Q8NAM6,Q9BWT6,0,PPI
Q7Z304,Q6ZNB7,0,PPI
Q68DK7,O60931,0,PPI
Q8NDX2,P19526,0,PPI
Q9UNN8,Q96DD7,0,PPI
P36575,Q8IYL9,0,PPI
Q01201,Q13347,0,PPI
O00221,Q9H9P8,0,PPI
Q9Y446,Q9NUJ7,0,PPI
Q8IWY9,P02647,0,PPI
Q9BU89,Q8TD33,0,PPI
O15118,A6ND36,0,PPI
Q9NR19,Q16790,0,PPI
Q8WVZ1,Q9HBL7,0,PPI
O00592,Q8IYP2,0,PPI
P28300,Q5VWM5,0,PPI
O75882,P83876,0,PPI
P42025,Q9NP60,0,PPI
Q9BWV1,Q99788,0,PPI
Q5T5N4,P18621,0,PPI
O43193,Q99678,0,PPI
Q9BTF0,Q9P0J7,0,PPI
Q96AX1,Q5ZPR3,0,PPI
Q9BZK7,Q9NZR1,0,PPI
Q8NB78,Q53RT3,0,PPI
Q9Y2J8,Q7L5Y6,0,PPI
P08185,Q9Y5Y4,0,PPI
P26439,Q8NH67,0,PPI
P52788,Q8TCD1,0,PPI
Q92905,O75489,0,PPI
Q9Y3P9,Q13794,0,PPI
Q5JRV8,Q02539,0,PPI
O60479,O95926,0,PPI
Q709F0,Q9ULV1,0,PPI
Q9Y3Y4,Q9H7Z7,0,PPI
Q9UNS1,Q6ZT98,0,PPI
Q9P0L9,P01374,0,PPI
Q9Y6B6,O95968,0,PPI
Q10586,Q8WYK2,0,PPI
Q7Z7G1,Q9GZZ0,0,PPI
Q5TB30,Q5MNZ6,0,PPI
Q6ZUS5,Q86W54,0,PPI
Q8NA82,Q8NH63,0,PPI
P46087,Q03135,0,PPI
Q96MT7,P58335,0,PPI
P49281,Q16654,0,PPI
Q7L0X2,Q92583,0,PPI
Q9NRJ4,Q5VWM3,0,PPI
Q9UJ96,Q96S90,0,PPI
O43896,Q9NWB6,0,PPI
Q96BV0,Q96A47,0,PPI
Q9NYL9,P04216,0,PPI
P05141,P60953,0,PPI
Q86TP1,Q8N136,0,PPI
Q8WWW0,P00813,0,PPI
A2PYH4,P16383,0,PPI
Q5VW36,O15120,0,PPI
Q6P087,P18077,0,PPI
Q96HB5,O95997,0,PPI
Q01453,O43678,0,PPI
Q7Z2F6,P06280,0,PPI
Q9NUJ1,Q9BUT1,0,PPI
Q587J7,Q14126,0,PPI
Q96C11,Q969S2,0,PPI
Q9NP59,P19961,0,PPI
Q8NAA4,P07602,0,PPI
P46093,P80075,0,PPI
Q7L9B9,Q96NB2,0,PPI
Q86YF9,Q96MF2,0,PPI
O00754,Q504Y2,0,PPI
Q5SXH7,Q8TBR7,0,PPI
Q9UFC0,Q0GE19,0,PPI
Q9UBK9,P15090,0,PPI
Q9GZV5,P09467,0,PPI
P20839,Q13148,0,PPI
Q15477,Q8IUZ5,0,PPI
Q8NFN8,Q9NQ34,0,PPI
Q6ZW61,Q99943,0,PPI
Q9H336,Q6ZMM2,0,PPI
Q9HD40,Q12887,0,PPI
P51790,P12694,0,PPI
A8MVX0,O15111,0,PPI
Q8NGF4,P50591,0,PPI
Q9NXZ2,Q8IVL8,0,PPI
Q96R67,Q53S33,0,PPI
Q5VWG9,P23769,0,PPI
Q96E39,Q96MH6,0,PPI
Q9UJT0,Q9H6R6,0,PPI
Q92565,Q8NGM9,0,PPI
O95759,Q14CB8,0,PPI
Q96EB6,P15088,0,PPI
Q9UBL9,Q9Y691,0,PPI
P27487,Q8NEY3,0,PPI
Q8N2F6,A6NHS7,0,PPI
Q9H714,Q5T7M4,0,PPI
Q5T2T1,Q15363,0,PPI
P09874,Q8NEP9,0,PPI
Q6P5Z2,O75600,0,PPI
Q9H7Z7,Q8NHS0,0,PPI
O14842,O75324,0,PPI
Q9UQ49,Q13216,0,PPI
Q8WVM8,Q9BY08,0,PPI
Q13117,Q9NRP4,0,PPI
O43299,P10645,0,PPI
Q8WTR8,Q15428,0,PPI
Q92896,P34947,0,PPI
Q5FYB1,Q6KCM7,0,PPI
Q9BYN7,Q15776,0,PPI
Q96EK2,O60262,0,PPI
Q9Y3A0,Q8TD07,0,PPI
P53004,P62269,0,PPI
O14874,Q9Y2T6,0,PPI
O15455,O14771,0,PPI
O15530,Q9UKI3,0,PPI
Q4ZG55,Q8N0U4,0,PPI
Q14195,P24387,0,PPI
Q86X10,Q8NGE2,0,PPI
Q86WZ0,P23219,0,PPI
O00750,Q86T20,0,PPI
Q9Y2Z0,P30301,0,PPI
Q9H0X6,F2Z333,0,PPI
Q8NGB6,O15120,0,PPI
Q9NXN4,O75911,0,PPI
Q8TDI7,Q8N3A8,0,PPI
P19883,Q9BQS6,0,PPI
Q7Z3F1,Q8N565,0,PPI
Q70YC5,O75431,0,PPI
Q6TDP4,O15524,0,PPI
P35998,O43542,0,PPI
Q92674,Q8IUK5,0,PPI
Q96D96,Q6ZWI9,0,PPI
A8K2U0,Q14139,0,PPI
Q8NCL8,Q96C90,0,PPI
Q9BXW7,Q9BXY0,0,PPI
Q86YR6,O60404,0,PPI
Q0JRZ9,A6NKF2,0,PPI
P43487,Q9Y383,0,PPI
M0QZC1,Q6DKI7,0,PPI
Q6DHV5,P18848,0,PPI
Q9Y2U8,P30838,0,PPI
Q6R6M4,Q9H0R6,0,PPI
P59551,Q9P015,0,PPI
O43314,O00483,0,PPI
Q96LB8,Q9P0N8,0,PPI
O60809,Q8WVJ9,0,PPI
P09104,P80365,0,PPI
Q15054,P09455,0,PPI
Q8N3T6,Q9NV06,0,PPI
Q12788,O14521,0,PPI
Q96RA2,P23193,0,PPI
Q504Y0,Q12980,0,PPI
P15586,Q6ZVZ8,0,PPI
Q2TB90,Q9H553,0,PPI
Q8TBC3,P00846,0,PPI
Q9UI46,Q16877,0,PPI
Q96JW4,Q5VVX9,0,PPI
Q92830,Q10469,0,PPI
Q5ZPR3,P11441,0,PPI
O75570,Q9BXJ4,0,PPI
Q8IWD5,P61604,0,PPI
Q96I15,O14921,0,PPI
Q8TBY9,Q6PJG9,0,PPI
Q6P9F7,O95969,0,PPI
Q96G91,Q00796,0,PPI
Q8NH19,P15259,0,PPI
Q5TAA0,P48167,0,PPI
Q13487,Q7Z7F7,0,PPI
Q86SQ0,P23229,0,PPI
P22314,Q8TE85,0,PPI
Q9H0B8,Q86TS9,0,PPI
Q6IWH7,Q9Y4X3,0,PPI
Q9ULT6,Q13133,0,PPI
Q96HC4,O43913,0,PPI
Q9Y239,Q96N76,0,PPI
Q9Y487,Q96NY8,0,PPI
Q9P2Y5,Q9UMR3,0,PPI
P02753,O60542,0,PPI
P20936,P16118,0,PPI
Q99571,P30520,0,PPI
Q8NGP2,Q8NGV0,0,PPI
Q99689,P48304,0,PPI
Q8N5S9,Q92731,0,PPI
Q9H788,P80075,0,PPI
Q8WU66,Q9NR81,0,PPI
P05177,Q8TB40,0,PPI
Q5FVE4,Q2VPA4,0,PPI
Q9NQX4,P01876,0,PPI
Q9H5P4,Q8WWY8,0,PPI
Q9NRJ4,Q14714,0,PPI
Q3LXA3,Q9NR00,0,PPI
Q8N3Y1,Q13607,0,PPI
P22830,Q7Z614,0,PPI
Q8NHH9,Q8N8I0,0,PPI
O43684,Q30KQ5,0,PPI
Q5HY98,O60487,0,PPI
Q8TD47,P37840,0,PPI
Q9BQI5,O95999,0,PPI
Q9UFC0,O14807,0,PPI
O95847,Q8N0Y7,0,PPI
Q14974,O95069,0,PPI
Q5T7P8,Q6ZMT1,0,PPI
Q9NRJ5,Q9HDC9,0,PPI
Q9P0Z9,Q6ZQR2,0,PPI
Q5T601,Q9H078,0,PPI
Q99571,Q8IW19,0,PPI
Q6N063,O60930,0,PPI
Q6IEV9,O95755,0,PPI
Q7Z3U7,Q8N8U3,0,PPI
Q8NGG6,Q6TCH7,0,PPI
O00418,Q9Y603,0,PPI
Q8N370,Q5VVX9,0,PPI
Q1X8D7,Q9UQ10,0,PPI
P16452,A1A4Y4,0,PPI
Q96IZ6,Q9H5J4,0,PPI
Q96MK3,A1L168,0,PPI
Q6ZN30,P62633,0,PPI
Q8NB14,Q9UID6,0,PPI
Q9Y2L9,Q9Y698,0,PPI
P52738,O95861,0,PPI
Q5FWF4,P36537,0,PPI
Q7Z5Q5,Q5VXH5,0,PPI
Q9BXC9,P12081,0,PPI
Q52LW3,P98198,0,PPI
Q5VY80,Q9NSI2,0,PPI
Q9UN74,P82251,0,PPI
Q14CN4,Q8N7F7,0,PPI
P59533,Q9HC38,0,PPI
Q16394,Q13277,0,PPI
Q9H2P0,O43304,0,PPI
Q53T59,O95006,0,PPI
Q4W5G0,Q9NU23,0,PPI
Q05823,Q969G5,0,PPI
Q8IYS2,Q7Z5Y6,0,PPI
Q16877,Q96CH1,0,PPI
Q9H6F5,Q96HP4,0,PPI
Q8NH05,P35080,0,PPI
Q6NUK1,Q8NCS4,0,PPI
P18848,P62841,0,PPI
Q9BWF2,Q3KNT9,0,PPI
A8MW92,O43613,0,PPI
Q9NWH9,A0PJX2,0,PPI
Q86SG3,O95352,0,PPI
Q96JG6,Q96BH1,0,PPI
Q02241,Q9Y2W7,0,PPI
P39023,Q9UJ37,0,PPI
Q9NRC1,Q8N490,0,PPI
P17693,Q4G0S7,0,PPI
Q92636,Q8IV42,0,PPI
Q9UEW8,P62273,0,PPI
P17174,O94907,0,PPI
Q92187,Q14982,0,PPI
Q9NWH9,Q9NWV4,0,PPI
Q96TA1,Q9H015,0,PPI
Q5H9S7,P30519,0,PPI
Q96PB1,P62917,0,PPI
Q8N6S4,Q86X02,0,PPI
Q5VYS8,Q13724,0,PPI
P58505,P63220,0,PPI
Q9UMQ6,O43903,0,PPI
Q8NGC4,P11474,0,PPI
Q9ULH4,P49137,0,PPI
Q9HCS5,Q7RTY1,0,PPI
Q6IQ21,Q6UWL6,0,PPI
Q6IMN6,O00295,0,PPI
P43166,O00217,0,PPI
O75157,Q8IWD5,0,IDPPI
Q9H346,Q9BUV8,0,IDPPI
Q8TEY5,Q8N1D0,0,IDPPI
P60372,Q9UKJ1,0,IDPPI
Q3LI63,P0C8F1,0,IDPPI
P0C7T5,O15165,0,IDPPI
P84101,Q5U5X8,0,IDPPI
Q8N0Z9,Q6ZUU3,0,IDPPI
P62328,Q9NSI2,0,IDPPI
P0C025,Q7Z6I5,0,IDPPI
Q14691,E9PI22,0,IDPPI
Q86UU5,Q147X3,0,IDPPI
Q9H0B6,Q5JQF7,0,IDPPI
Q684P5,P30050,0,IDPPI
Q8IZI9,Q14641,0,IDPPI
Q8N9H9,P83110,0,IDPPI
Q9ULI3,Q9NXX6,0,IDPPI
O00515,P55081,0,IDPPI
Q6ZVC0,Q8NHC7,0,IDPPI
O60309,Q8NAU1,0,IDPPI
Q8N3Z6,O95069,0,IDPPI
A6NI28,Q9HB09,0,IDPPI
Q05215,Q8NDV2,0,IDPPI
Q6TCH4,Q9UBK5,0,IDPPI
Q92618,Q6UWW0,0,IDPPI
A0AUZ9,O14581,0,IDPPI
Q15208,Q8WXF3,0,IDPPI
P0CL85,Q7Z309,0,IDPPI
O75888,P56555,0,IDPPI
Q9UKL6,Q8NA77,0,IDPPI
P46937,P01213,0,IDPPI
Q6ZSY5,Q8NGD4,0,IDPPI
P40305,O95168,0,IDPPI
Q6R6M4,P0C7Q2,0,IDPPI
Q9P2F5,Q8N7F7,0,IDPPI
O95551,P60468,0,IDPPI
Q9Y467,P16278,0,IDPPI
Q8IUH8,Q9BQ61,0,IDPPI
Q6ZVK8,Q96LM9,0,IDPPI
Q14773,P40305,0,IDPPI
E5RHQ5,Q8NEM2,0,IDPPI
Q96Q91,Q6ZV77,0,IDPPI
P48739,A8MV81,0,IDPPI
Q8TAI1,Q0VGL1,0,IDPPI
Q9BYQ4,Q9H6J7,0,IDPPI
Q9P1P5,Q96DF8,0,IDPPI
Q9NXD2,Q8TAI1,0,IDPPI
O14792,Q96PE5,0,IDPPI
Q9Y689,P06307,0,IDPPI
A6NGG8,Q8WVK7,0,IDPPI
Q7Z2Z1,Q9NYG8,0,IDPPI
P04629,Q8IV32,0,IDPPI
P0C6A0,Q99935,0,IDPPI
Q9GZZ0,Q9NTI7,0,IDPPI
Q6UXG3,Q9BXN6,0,IDPPI
Q9Y239,Q8WXQ3,0,IDPPI
Q5JUW0,Q6UW32,0,IDPPI
P0CG35,Q8NH48,0,IDPPI
Q9H6I2,Q969D9,0,IDPPI
Q01459,Q9H1L0,0,IDPPI
Q8NAP3,Q96JD6,0,IDPPI
Q7Z2Y5,Q8IUI4,0,IDPPI
Q8N7S6,O95867,0,IDPPI
Q96LZ3,Q9UHP9,0,IDPPI
Q9Y570,P20963,0,IDPPI
A8K0R7,Q96B36,0,IDPPI
Q9BR76,A6NCJ1,0,IDPPI
Q5VYV7,Q8N769,0,IDPPI
Q96R69,Q8NA77,0,IDPPI
Q6ZU65,Q8N697,0,IDPPI
A1A4V9,A8MZG2,0,IDPPI
A5PL33,Q92609,0,IDPPI
Q9ULJ3,O95672,0,IDPPI
Q9NX62,Q9H7B7,0,IDPPI
Q96NA2,P33241,0,IDPPI
Q49AH0,Q6U949,0,IDPPI
Q2YD98,Q9NQ60,0,IDPPI
Q8TCU5,Q9H1E3,0,IDPPI
Q08499,P0CK97,0,IDPPI
Q16643,Q9P270,0,IDPPI
Q71H61,Q9UBC9,0,IDPPI
Q8NH19,Q9NV39,0,IDPPI
Q9H0J9,Q5VTT2,0,IDPPI
Q8N1N5,Q5GAN6,0,IDPPI
Q8WWW8,P55895,0,IDPPI
Q9UPY3,Q6UWJ8,0,IDPPI
Q8TEE9,Q6UXH0,0,IDPPI
Q9NU63,O76003,0,IDPPI
Q7Z5K2,Q2T9K0,0,IDPPI
Q5VY09,Q96C19,0,IDPPI
Q9HCM3,Q9H9Y4,0,IDPPI
Q8N1N5,Q9Y276,0,IDPPI
Q9UDV7,P78413,0,IDPPI
Q9H1Z4,Q96B54,0,IDPPI
Q9NZB2,Q9C0D4,0,IDPPI
P07320,Q86SH4,0,IDPPI
Q8N961,Q9UD71,0,IDPPI
O14786,Q8N9P6,0,IDPPI
Q9Y6A2,Q8N729,0,IDPPI
Q6UWM7,Q7Z2R9,0,IDPPI
Q8IUI4,P14324,0,IDPPI
P35321,Q86X02,0,IDPPI
Q9NYZ3,Q9P0V8,0,IDPPI
Q86SS6,Q6UW49,0,IDPPI
Q9P2G4,O95948,0,IDPPI
Q9NVI1,Q5T5F5,0,IDPPI
A2PYH4,Q9H7T9,0,IDPPI
Q9HBV1,Q9BQ61,0,IDPPI
Q969G9,Q6YP21,0,IDPPI
Q96CB9,Q13536,0,IDPPI
A6NFR6,P25189,0,IDPPI
Q8IY82,P78412,0,IDPPI
A0FGR8,Q14135,0,IDPPI
Q8TEE9,A6NGE7,0,IDPPI
Q5SV97,P20132,0,IDPPI
O15031,Q3SXR2,0,IDPPI
Q9BXP2,F5H4A9,0,IDPPI
O75356,Q96GU1,0,IDPPI
Q8IWU2,Q6PIY7,0,IDPPI
P26371,Q8TDQ1,0,IDPPI
O60669,Q13015,0,IDPPI
Q8N565,O96001,0,IDPPI
Q9UHL3,A4QMS7,0,IDPPI
Q9H987,Q02221,0,IDPPI
O75781,Q9BU68,0,IDPPI
Q92974,Q8NEQ6,0,IDPPI
Q19T08,A6NGQ2,0,IDPPI
Q8WYQ9,Q96CP6,0,IDPPI
Q96AV8,Q96P11,0,IDPPI
Q5JTC6,Q5T6S3,0,IDPPI
Q5T036,P0C024,0,IDPPI
Q8IY63,Q6L8G8,0,IDPPI
Q14683,Q99547,0,IDPPI
Q5T481,P0CJ90,0,IDPPI
Q7RTU4,Q6ZUU3,0,IDPPI
Q9HAH7,Q7Z429,0,IDPPI
B2RXH4,Q9NR46,0,IDPPI
Q13127,Q9NXD2,0,IDPPI
Q14242,Q8TBE9,0,IDPPI
Q6ZTY9,A2RUU4,0,IDPPI
P15813,Q86SI9,0,IDPPI
Q8N8Z6,Q99946,0,IDPPI
Q92617,A6NFC5,0,IDPPI
Q8WXF8,Q8WU49,0,IDPPI
Q8TF66,Q05516,0,IDPPI
Q5W0Q7,Q8NBR9,0,IDPPI
O15335,Q5T742,0,IDPPI
Q9UMS6,Q9H4W6,0,IDPPI
O75916,P05114,0,IDPPI
Q15477,P01282,0,IDPPI
Q9NVI1,Q717R9,0,IDPPI
Q17RY0,Q765I0,0,IDPPI
O15374,Q9Y2K5,0,IDPPI
Q9BY32,Q8N5N4,0,IDPPI
Q96BT3,Q8NDH3,0,IDPPI
Q5R3F8,Q8N769,0,IDPPI
Q9H307,Q5J8M3,0,IDPPI
Q8N1G0,Q96ST2,0,IDPPI
P36954,Q86SH4,0,IDPPI
Q6ZVC0,P12081,0,IDPPI
P0CJ73,Q99440,0,IDPPI
Q6ZWH5,Q6UXQ4,0,IDPPI
Q8N7Z5,P52565,0,IDPPI
Q8N3X6,O95050,0,IDPPI
A8MTY7,P17936,0,IDPPI
Q9BSA9,A6NC05,0,IDPPI
Q08AI6,Q96FF9,0,IDPPI
Q2M3C6,P0DJD8,0,IDPPI
O75362,Q8IXH8,0,IDPPI
Q5H9T9,P23975,0,IDPPI
Q7Z2Y5,Q9NP70,0,IDPPI
Q14623,A1E959,0,IDPPI
P10451,Q8N413,0,IDPPI
Q9BXS9,C9JL84,0,IDPPI
Q01850,Q86X59,0,IDPPI
C9JG80,O95848,0,IDPPI
Q8IZ52,Q07627,0,IDPPI
P07384,A4D263,0,IDPPI
Q6P4I2,Q86XT9,0,IDPPI
Q15398,O95772,0,IDPPI
P20800,P05413,0,IDPPI
Q05952,P42766,0,IDPPI
Q13480,Q9UQ53,0,IDPPI
O60262,Q96KF2,0,IDPPI
Q96FF9,P20674,0,IDPPI
Q9P2J3,P06850,0,IDPPI
Q9NWQ8,P12643,0,IDPPI
Q9P267,Q02318,0,IDPPI
Q9NYK1,Q8IXT1,0,IDPPI
P49758,Q9H606,0,IDPPI
Q8IUA0,O96001,0,IDPPI
Q15904,O14599,0,IDPPI
Q8IUY3,A1L170,0,IDPPI
Q9NQW6,P41162,0,IDPPI
O00443,Q8WWA1,0,IDPPI
Q8IVW4,Q96GE9,0,IDPPI
Q9HBL8,P0C5K7,0,IDPPI
Q3LI63,O95988,0,IDPPI
Q99623,A6NGZ8,0,IDPPI
P53396,Q15726,0,IDPPI
P40306,Q5SR53,0,IDPPI
Q4V339,A6NGK3,0,IDPPI
O95342,Q96GX8,0,IDPPI
Q96LM9,P48061,0,IDPPI
Q9P2H0,Q8IYS2,0,IDPPI
Q7Z695,P48645,0,IDPPI
Q9UK55,Q8N9X5,0,IDPPI
P79483,P04554,0,IDPPI
Q96SU4,Q07627,0,IDPPI
Q8N7X2,Q9UKB3,0,IDPPI
P23327,Q15762,0,IDPPI
P08240,A6PVL3,0,IDPPI
O75309,Q9BXU9,0,IDPPI
Q14CZ7,Q9BVV8,0,IDPPI
Q8WUM0,Q8IVW1,0,IDPPI
Q3ZCV2,P09488,0,IDPPI
Q86TD4,A4D263,0,IDPPI
O60279,O14603,0,IDPPI
P0C7H8,Q86X02,0,IDPPI
P15291,P0CE67,0,IDPPI
Q6W5P4,Q5JRK9,0,IDPPI
Q16534,A6NH13,0,IDPPI
Q92628,Q6AI14,0,IDPPI
Q96QE3,Q9H207,0,IDPPI
Q9H7U1,Q96E93,0,IDPPI
Q86TZ1,P0C5K7,0,IDPPI
O14975,Q9UBC9,0,IDPPI
Q3LI61,Q9BR39,0,IDPPI
Q96Q06,Q5GAN3,0,IDPPI
O95886,Q9NUN7,0,IDPPI
Q63HM9,Q9NZG7,0,IDPPI
Q9Y4H2,Q96LB9,0,IDPPI
Q6PFW1,Q9UQR1,0,IDPPI
O95258,Q13536,0,IDPPI
Q8TB24,A6PVY3,0,IDPPI
Q8TF44,Q96RJ3,0,IDPPI
Q9BXJ4,Q96QK8,0,IDPPI
Q5T2Q4,Q96FF9,0,IDPPI
Q5TFE4,Q9BXN6,0,IDPPI
Q8NA58,Q9BWV2,0,IDPPI
Q8N4X5,Q6L8G9,0,IDPPI
Q70J99,Q9H2J1,0,IDPPI
Q12904,P0CE67,0,IDPPI
Q8WWN8,P0C853,0,IDPPI
P81277,P63218,0,IDPPI
Q15831,P01282,0,IDPPI
Q8WVY7,Q6UXP3,0,IDPPI
Q8IYM0,O43612,0,IDPPI
P52746,Q8N0Z8,0,IDPPI
Q3MIW9,Q96A29,0,IDPPI
Q15042,Q86SX3,0,IDPPI
Q6ZU52,A8MU46,0,IDPPI
